Equipment,Map Section,SL ID,Old SL ID,House No.,Street,City,Rate,Lamp,Luminaire,Bracket,Support,Connection,Valid From Date,Lamp Date,Luminaire Date,Bracket Date,Support Date,Connection Date,Longitude,Latitude
1001223137,MO,0,P023060,,BRADFIELD HWY,MILSONS POINT,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1001223155,MO,0,P023076,,BRADFIELD HWY,MILSONS POINT,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1001223157,MO,0,P272503,,ALFRED ST S,MILSONS POINT,3,INC1*100,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,05/06/1972,05/06/1972,05/06/1972,05/06/1972,05/06/1972,,
1001223159,MO,0,P023228,,WARRINGAH FREEWAY,NORTH SYDNEY,3,TF2*40,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,01/01/1974,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1001223161,MO,0,P278023,217,CONDAMINE ST,BALGOWLAH HEIGHTS,3,INC1*100,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,05/08/1986,05/08/1986,05/08/1986,05/08/1986,05/08/1986,,
1001223201,MO,0,P023107,40,HIGH ST,NORTH SYDNEY,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1001223203,MO,0,P023108,40,HIGH ST,NORTH SYDNEY,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1001223205,MO,0,P023145,,HIGH ST,NORTH SYDNEY,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1001223210,MO,0,P278026,,BALGOWLAH RD,BALGOWLAH,3,INC1*100,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,05/08/1986,05/08/1986,05/08/1986,05/08/1986,05/08/1986,,
1001223214,MO,0,P023106,40,HIGH ST,NORTH SYDNEY,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1001223216,MO,0,P272502,,KURRABA RD,NORTH SYDNEY,3,INC1*100,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,05/06/1972,05/06/1972,05/06/1972,05/06/1972,05/06/1972,,
1001223218,MO,0,P023100,40,HIGH ST,NORTH SYDNEY,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1001223220,MO,0,P023102,40,HIGH ST,NORTH SYDNEY,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1001223221,MO,0,P023104,40,HIGH ST,NORTH SYDNEY,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1001223224,MO,0,P023105,40,HIGH ST,NORTH SYDNEY,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1001223252,MO,0,P273453,,PENSHURST ST,NORTH WILLOUGHBY,3,INC1*100,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,06/06/1972,06/06/1972,06/06/1972,06/06/1972,06/06/1972,,
1001223254,MO,0,P023443,,FALCON ST,CAMMERAY,3,TF2*40,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,01/01/1974,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1001223256,MO,0,P023442,,FALCON ST,CAMMERAY,3,TF2*40,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,01/01/1974,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1001223258,MO,0,P023441,,FALCON ST,CAMMERAY,3,TF2*40,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,01/01/1974,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1001223260,MO,0,P023445,,FALCON ST,CAMMERAY,3,TF2*40,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,01/01/1974,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1001223262,MO,0,P023444,,FALCON ST,CAMMERAY,3,TF2*40,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,01/01/1974,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1001223267,MO,0,P023447,,FALCON ST,CAMMERAY,3,TF2*40,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,01/01/1974,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1001223268,MO,0,P023446,,FALCON ST,CAMMERAY,3,TF2*40,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,01/01/1974,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1001223270,MO,0,P023448,,FALCON ST,CAMMERAY,3,TF2*40,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,01/01/1974,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1001223273,MO,0,P023450,,FALCON ST,CAMMERAY,3,TF2*40,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,01/01/1974,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1001223275,MO,0,P023449,,FALCON ST,CAMMERAY,3,TF2*40,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,01/01/1974,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1001223277,MO,0,P273454,,PENSHURST ST,NORTH WILLOUGHBY,3,INC1*100,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,06/06/1972,06/06/1972,06/06/1972,06/06/1972,06/06/1972,,
1001223293,MO,0,P023339,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1001223295,MO,0,P023340,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*150,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1001223297,MO,0,P023341,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1001223299,MO,0,P023342,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,17/05/2006,18/06/1968,18/06/1968,18/06/1968,18/06/1968,,
1001223301,MO,0,P023333,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,17/05/2006,18/06/1968,18/06/1968,18/06/1968,18/06/1968,,
1001223303,MO,0,P023338,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,17/05/2006,18/06/1968,18/06/1968,18/06/1968,18/06/1968,,
1001223305,MO,0,P023358,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,17/05/2006,18/06/1968,18/06/1968,18/06/1968,18/06/1968,,
1001223307,MO,0,P023370,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,17/05/2006,18/06/1968,18/06/1968,18/06/1968,18/06/1968,,
1001223309,MO,0,P023696,,WARRINGAH FREEWAY,NORTH SYDNEY,3,TF2*40,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,01/07/1974,01/07/1974,01/07/1974,01/07/1974,01/07/1974,,
1001223311,MO,0,P023318,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,17/05/2006,18/06/1968,18/06/1968,18/06/1968,18/06/1968,,
1001223313,MO,0,P023319,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,17/05/2006,18/06/1968,18/06/1968,18/06/1968,18/06/1968,,
1001223315,MO,0,P023320,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1001223317,MO,0,P023321,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*150,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1001223319,MO,0,P023695,,WARRINGAH FREEWAY,NORTH SYDNEY,3,TF2*40,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,01/07/1974,01/07/1974,01/07/1974,01/07/1974,01/07/1974,,
1001223323,MO,0,P023343,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,17/05/2006,18/06/1968,18/06/1968,18/06/1968,18/06/1968,,
1001223327,MO,0,P023344,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,17/05/2006,18/06/1968,18/06/1968,18/06/1968,18/06/1968,,
1001223329,MO,0,P023345,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*150,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,17/05/2006,18/06/1968,18/06/1968,18/06/1968,18/06/1968,,
1001223331,MO,0,P023328,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,17/05/2006,18/06/1968,18/06/1968,18/06/1968,18/06/1968,,
1001223333,MO,0,P023329,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,17/05/2006,18/06/1968,18/06/1968,18/06/1968,18/06/1968,,
1001223335,MO,0,P023330,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1001223337,MO,0,P023331,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*150,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1001223339,MO,0,P023332,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,17/05/2006,18/06/1968,18/06/1968,18/06/1968,18/06/1968,,
1001223341,MO,0,P023317,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1001223343,MO,0,P023322,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1001223345,MO,0,P023313,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1001223347,MO,0,P023314,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1001223349,MO,0,P023315,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1001223351,MO,0,P023316,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*150,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1001223353,MO,0,P023705,,PACIFIC HWY,NORTH SYDNEY,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/07/1974,01/07/1974,01/07/1974,01/07/1974,,
1001223355,MO,0,P023706,,PACIFIC HWY,NORTH SYDNEY,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,18/05/2006,01/07/1974,01/07/1974,01/07/1974,01/07/1974,,
1001223362,MO,0,P023704,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/07/1974,01/07/1974,01/07/1974,01/07/1974,,
1001223364,MO,0,P023334,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,17/05/2006,18/06/1968,18/06/1968,18/06/1968,18/06/1968,,
1001223366,MO,0,P023335,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/01/1974,01/01/1974,01/01/1974,01/01/1974,,
1001223368,MO,0,P023336,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,17/05/2006,18/06/1968,18/06/1968,18/06/1968,18/06/1968,,
1001223370,MO,0,P023337,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*400,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,17/05/2006,18/06/1968,18/06/1968,18/06/1968,18/06/1968,,
1001223372,MO,0,P023703,,WARRINGAH FREEWAY,NORTH SYDNEY,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,17/05/2006,01/07/1974,01/07/1974,01/07/1974,01/07/1974,,
1001223375,MO,0,P278025,,FRENCHS FOREST RD,SEAFORTH,3,INC1*100,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,05/08/1986,05/08/1986,05/08/1986,05/08/1986,05/08/1986,,
1001223376,MO,0,P278024,Cnr Ethel,SYDNEY RD,SEAFORTH,3,INC1*100,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,05/08/1986,05/08/1986,05/08/1986,05/08/1986,05/08/1986,,
1001223380,MO,0,P028009,,WARRINGAH FREEWAY,NORTH SYDNEY,3,TF4*80,PRIVATE,PRIVATE,PRIVATE,UGR1,01/07/2020,01/07/1974,01/07/1974,01/07/1974,01/07/1974,01/07/1974,,
1001225596,SU,0,P026668,642,PRINCES HWY,KIRRAWEE,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,26/03/2002,03/05/1968,03/05/1968,03/05/1968,03/05/1968,,
1001225616,SU,0,P026674,,PRINCES HWY,SUTHERLAND,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,26/03/2002,03/05/1968,03/05/1968,03/05/1968,03/05/1968,,
1001225620,SU,0,P026675,,PRINCES HWY,SUTHERLAND,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,26/03/2002,03/05/1968,03/05/1968,03/05/1968,03/05/1968,,
1001225626,SU,0,P026666,,PRINCES HWY,SUTHERLAND,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,26/03/2002,03/05/1968,03/05/1968,03/05/1968,03/05/1968,,
1001225635,SU,0,13140,,OLD ILLAWARRA RD,MENAI,3,SON1*250,250W SON,4.5,COLUMN 10.5M-13.5M,UGR1,01/07/2020,01/03/1996,01/03/1996,01/03/1996,01/03/1996,01/03/1996,,
1001225637,SU,0,13139,,OLD ILLAWARRA RD,MENAI,3,SON1*250,250W SON,4.5,COLUMN 10.5M-13.5M,UGR1,01/07/2020,01/03/1996,01/03/1996,01/03/1996,01/03/1996,01/03/1996,,
1001225639,SU,0,13141,,OLD ILLAWARRA RD,MENAI,3,SON1*250,250W SON,4.5,COLUMN 10.5M-13.5M,UGR1,01/07/2020,01/03/1996,01/03/1996,01/03/1996,01/03/1996,01/03/1996,,
1001225652,SU,0,P026672,,PRINCES HWY,SUTHERLAND,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,26/03/2002,03/05/1968,03/05/1968,03/05/1968,03/05/1968,,
1001225654,SU,0,13147,,OLD ILLAWARRA RD,MENAI,3,SON1*250,250W SON,4.5,COLUMN 10.5M-13.5M,UGR1,01/07/2020,01/03/1996,01/03/1996,01/03/1996,01/03/1996,01/03/1996,,
1001225656,SU,0,13146,,OLD ILLAWARRA RD,MENAI,3,SON1*250,250W SON,4.5,COLUMN 10.5M-13.5M,UGR1,01/07/2020,01/03/1996,01/03/1996,01/03/1996,01/03/1996,01/03/1996,,
1001225658,SU,0,13145,,OLD ILLAWARRA RD,MENAI,3,SON1*250,250W SON,4.5,COLUMN 10.5M-13.5M,UGR1,01/07/2020,01/03/1996,01/03/1996,01/03/1996,01/03/1996,01/03/1996,,
1001225660,SU,0,13142,,OLD ILLAWARRA RD,MENAI,3,SON1*250,250W SON,4.5,COLUMN 10.5M-13.5M,UGR1,01/07/2020,01/03/1996,01/03/1996,01/03/1996,01/03/1996,01/03/1996,,
1001225662,SU,0,13148,,OLD ILLAWARRA RD,MENAI,3,SON1*250,250W SON,4.5,COLUMN 10.5M-13.5M,UGR1,01/07/2020,01/03/1996,01/03/1996,01/03/1996,01/03/1996,01/03/1996,,
1001225666,SU,0,13143,,OLD ILLAWARRA RD,MENAI,3,SON1*250,250W SON,4.5,COLUMN 10.5M-13.5M,UGR1,01/07/2020,01/03/1996,01/03/1996,01/03/1996,01/03/1996,01/03/1996,,
1001225668,SU,0,P027902,,PRINCES HWY,SUTHERLAND,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,26/03/2002,04/03/1970,04/03/1970,04/03/1970,04/03/1970,,
1001225675,SU,0,13149,,OLD ILLAWARRA RD,MENAI,3,SON1*250,250W SON,4.5,COLUMN 10.5M-13.5M,UGR1,01/07/2020,01/03/1996,01/03/1996,01/03/1996,01/03/1996,01/03/1996,,
1001225677,SU,0,13144,,OLD ILLAWARRA RD,MENAI,3,SON1*250,250W SON,4.5,COLUMN 10.5M-13.5M,UGR1,01/07/2020,01/03/1996,01/03/1996,01/03/1996,01/03/1996,01/03/1996,,
1001225679,SU,0,P026667,,PRINCES HWY,SUTHERLAND,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,26/03/2002,03/05/1968,03/05/1968,03/05/1968,03/05/1968,,
1001225681,SU,0,P026669,,PRINCES HWY,SUTHERLAND,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,26/03/2002,03/05/1968,03/05/1968,03/05/1968,03/05/1968,,
1001225683,SU,0,P026670,,PRINCES HWY,SUTHERLAND,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,26/03/2002,03/05/1968,03/05/1968,03/05/1968,03/05/1968,,
1001225685,SU,0,P026671,,PRINCES HWY,SUTHERLAND,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,26/03/2002,03/05/1968,03/05/1968,03/05/1968,03/05/1968,,
1001225689,SU,0,P026673,,PRINCES HWY,SUTHERLAND,3,SON1*250,PRIVATE,PRIVATE,PRIVATE,OH,01/07/2020,26/03/2002,03/05/1968,03/05/1968,03/05/1968,03/05/1968,,
1001236570,PE,3786,P028121,,STACEY ST,BANKSTOWN,2,LED1*100,100W LED ALD,3.0,COLUMN 10.5M-13.5M,UGR2,01/07/2020,20/04/2020,20/04/2020,20/04/2020,20/04/2020,20/04/2020,151.0379878,-33.9260735
1001236579,PE,3787,P028123,,STACEY ST,BANKSTOWN,2,LED1*100,100W LED ALD,3.0,COLUMN 10.5M-13.5M,UGR2,01/07/2020,20/04/2020,20/04/2020,20/04/2020,20/04/2020,20/04/2020,151.0381608,-33.9264440
1001236587,PE,3789,P028125,,STACEY ST,BANKSTOWN,2,LED1*100,100W LED ALD,3.0,COLUMN 10.5M-13.5M,UGR2,01/07/2020,20/04/2020,20/04/2020,20/04/2020,20/04/2020,20/04/2020,151.0383336,-33.9268542
1001236595,PE,3790,P028127,,STACEY ST,BANKSTOWN,1,SON1*250,250W SON,3.0,COLUMN 10.5M-13.5M,UGR1,01/07/2020,21/12/2017,22/10/1987,22/10/1987,22/10/1987,22/10/1987,151.0384531,-33.9272560
1001236602,PE,3791,P028129,,STACEY ST,BANKSTOWN,1,SON1*250,250W SON,3.0,COLUMN 10.5M-13.5M,UGR1,01/07/2020,14/10/2020,14/10/2020,22/10/1987,22/10/1987,22/10/1987,151.0385312,-33.9276919
1001236610,PE,3792,P028128,,STACEY ST,BANKSTOWN,1,SON1*250,250W SON,3.0,COLUMN 10.5M-13.5M,UGR1,01/07/2020,14/10/2020,14/10/2020,22/10/1987,22/10/1987,22/10/1987,151.0388332,-33.9276470
1001236616,PE,3793,P028126,,STACEY ST,BANKSTOWN,1,SON1*250,250W SON,3.0,COLUMN 10.5M-13.5M,UGR1,01/07/2020,21/12/2017,22/10/1987,22/10/1987,22/10/1987,22/10/1987,151.0387407,-33.9272066
1001236624,PE,3794,P028124,,STACEY ST,BANKSTOWN,2,LED1*100,100W LED ALD,3.0,COLUMN 10.5M-13.5M,UGR2,01/07/2020,30/04/2020,30/04/2020,30/04/2020,30/04/2020,30/04/2020,151.0386173,-33.9267824
1001236633,PE,3795,P028122,,STACEY ST,BANKSTOWN,2,LED1*100,100W LED ALD,3.0,COLUMN 10.5M-13.5M,UGR2,01/07/2020,30/04/2020,30/04/2020,30/04/2020,30/04/2020,30/04/2020,151.0384502,-33.9263724
1001236642,PE,3796,P028120,,STACEY ST,BANKSTOWN,2,LED1*100,100W LED ALD,3.0,COLUMN 10.5M-13.5M,UGR2,01/07/2020,30/04/2020,30/04/2020,30/04/2020,30/04/2020,30/04/2020,151.0382923,-33.9260045
1001473045,SU,7837,,,MENAI RD,WORONORA,1,SON1*250,250W SON,3.0,WOOD POLE TRL,OH,01/07/2020,15/02/2017,29/09/2009,29/09/2009,29/09/2009,29/09/2009,151.0456860,-34.0195961
1001482786,JS,70036,,,TOMAGO RD,TOMAGO,2,SON1*250,250W SON,4.5,WOOD POLE TRL,OH2,01/07/2020,17/11/2015,04/02/2014,04/02/2014,04/02/2014,04/02/2014,151.6970451,-32.8171695
1001482787,JS,70037,,,TOMAGO RD,TOMAGO,2,SON1*250,250W SON,4.5,WOOD POLE TRL,OH2,01/07/2020,17/11/2015,04/02/2014,04/02/2014,04/02/2014,04/02/2014,151.6975016,-32.8177880
1001482788,JS,70038,,,TOMAGO RD,TOMAGO,2,SON1*250,250W SON,4.5,WOOD POLE TRL,OH,01/07/2020,17/11/2015,04/02/2014,04/02/2014,28/02/2017,28/02/2017,151.6985702,-32.8193434
1001482789,JS,70039,,,TOMAGO RD,TOMAGO,2,SON1*250,250W SON,4.5,WOOD POLE TRL,OH2,01/07/2020,17/11/2015,04/02/2014,04/02/2014,04/02/2014,04/02/2014,151.6988032,-32.8196671
1001482790,JS,70350,,,TOMAGO RD,TOMAGO,1,SON1*250,250W SON,4.0,WOOD POLE TRL,OH,01/07/2020,18/11/2015,26/07/2011,26/07/2011,25/07/2012,25/07/2012,151.6966715,-32.8165985
1001482791,JS,70545,,,TOMAGO RD,TOMAGO,2,SON1*250,250W SON,4.5,WOOD POLE TRL,OH2,01/07/2020,17/11/2015,14/11/2014,14/11/2014,14/11/2014,14/11/2014,151.6979154,-32.8184168
1001485472,JS,70023,,,PACIFIC HWY,TOMAGO,2,SON1*250,250W SON,NIL,COLUMN 10.5M-13.5M,UGR2,01/07/2020,18/11/2015,16/11/2015,28/02/2017,16/11/2015,16/11/2015,151.6938813,-32.8175148
1001485473,JS,70024,,,PACIFIC HWY,TOMAGO,2,SON1*250,250W SON,NIL,COLUMN 10.5M-13.5M,UGR2,01/07/2020,30/11/2017,16/11/2015,28/02/2017,16/11/2015,16/11/2015,151.6943169,-32.8173050
1001485474,JS,70025,,,PACIFIC HWY,TOMAGO,2,SON1*250,250W SON,NIL,COLUMN 10.5M-13.5M,UGR2,01/07/2020,18/11/2015,16/11/2015,28/02/2017,16/11/2015,16/11/2015,151.6947497,-32.8170995
1001485475,JS,70026,,,PACIFIC HWY,TOMAGO,2,SON1*250,250W SON,NIL,COLUMN 10.5M-13.5M,UGR2,01/07/2020,18/11/2015,16/11/2015,28/02/2017,16/11/2015,16/11/2015,151.6951427,-32.8169104
1001485476,JS,70027,,,PACIFIC HWY,TOMAGO,2,SON1*250,250W SON,NIL,COLUMN 10.5M-13.5M,UGR2,01/07/2020,18/11/2015,16/11/2015,28/02/2017,16/11/2015,16/11/2015,151.6955120,-32.8167377
1001485477,JS,70028,,,PACIFIC HWY,TOMAGO,2,SON1*250,250W SON,NIL,COLUMN 10.5M-13.5M,UGR2,01/07/2020,18/11/2015,16/11/2015,28/02/2017,16/11/2015,16/11/2015,151.6959198,-32.8165368
1001485478,JS,70029,,,PACIFIC HWY,TOMAGO,2,SON1*250,250W SON,NIL,COLUMN 10.5M-13.5M,UGR2,01/07/2020,18/11/2015,16/11/2015,28/02/2017,16/11/2015,16/11/2015,151.6964679,-32.8162386
1001485479,JS,70030,,,PACIFIC HWY,TOMAGO,2,SON1*250,250W SON,NIL,COLUMN 10.5M-13.5M,UGR2,01/07/2020,18/11/2015,16/11/2015,28/02/2017,16/11/2015,16/11/2015,151.6970202,-32.8159969
1001485481,JS,70032,,,PACIFIC HWY,TOMAGO,2,SON1*250,250W SON,NIL,COLUMN 10.5M-13.5M,UGR2,01/07/2020,17/11/2015,14/04/2014,14/04/2014,14/04/2014,14/04/2014,151.6977295,-32.8160170
1001485482,JS,70033,,,PACIFIC HWY,TOMAGO,2,SON1*250,250W SON,NIL,COLUMN 10.5M-13.5M,UGR2,01/07/2020,17/11/2015,15/04/2014,15/04/2014,15/04/2014,15/04/2014,151.6972011,-32.8162799
1001485483,JS,70034,,,PACIFIC HWY,TOMAGO,2,SON1*250,250W SON,4.5,WOOD POLE TRL,OH,01/07/2020,19/11/2015,05/02/2014,05/02/2014,05/02/2014,05/02/2014,151.6962423,-32.8168470
1001485485,JS,70035,,,PACIFIC HWY,TOMAGO,2,SON1*250,250W SON,NIL,COLUMN 10.5M-13.5M,UGR2,01/07/2020,10/12/2015,14/04/2014,14/04/2014,14/04/2014,14/04/2014,151.6982558,-32.8157420
1001495673,JT,92346,,,CORMORANT RD,KOORAGANG,2,SON1*400,400W SON,T3,WOOD POLE TRL,OH,01/07/2020,12/09/2019,06/02/2012,06/02/2012,06/02/2012,06/02/2012,151.7620734,-32.8846372
1001495676,JT,97014,,,CORMORANT RD,KOORAGANG,2,SON1*250,250W SON,4.5,2ND LIGHT TRL,OH,01/07/2020,12/09/2019,06/02/2012,16/12/2010,16/12/2010,16/12/2010,151.7625185,-32.8845042
